,query,museum_id,museum_name,rel
10,family days in New York,2381,Cross in the Woods & Nun Doll Museum,1
11,family days in New York,2700,Purcell-Cutts House,1
12,family days in New York,588,Yale Center for British Art,1
13,family days in New York,892,Potter's Wax Museum,1
14,family days in New York,2925,Boys Town,1
15,family days in New York,499,Hicks-Stearns Family Museum,1
16,family days in New York,3455,Joseph Smith Farm,3
17,family days in New York,969,Barrington Hall,1
18,family days in New York,4530,Millford Plantation,1
19,family days in New York,2763,Lauren Rogers Museum of Art,1
20,family days in New York,5585,Raynham Hall Museum,3
21,family days in New York,1297,Old Six Mile Museum,1
22,family days in New York,1641,Dalton Gang Hideout and Museum,1
23,family days in New York,41,International Motorsports Hall of Fame,1
24,family days in New York,758,Hannibal Square Heritage Center,1
25,family days in New York,3325,Brookside Museum,2
26,family days in New York,939,Truman Little White House,1
27,family days in New York,4625,Clement Railroad Hotel Museum,1
28,family days in New York,1492,Schimpff's Confectionery,1
29,family days in New York,1361,The Barns at Nappanee,1
30,family days in New York,3129,Jewish Heritage Museum of Monmouth County,1
31,family days in New York,4697,Rock Castle,1
32,family days in New York,4740,Bryce Canyon National Park,1
33,family days in New York,4531,Museum & Gallery at Heritage Green,1
34,family days in New York,196,University of Arizona Poetry Center,1
35,family days in New York,5485,White House,1
36,family days in New York,1181,Easley Pioneer Museum,1
37,family days in New York,2233,Longfellow House–Washington's Headquarters National Historic Site,1
38,family days in New York,5423,DAR Museum,1
39,family days in New York,4190,Cornwall Iron Furnace,1
40,family days in New York,4890,Chrysler Museum of Art,1
41,family days in New York,2634,Hennepin History Museum,1
42,family days in New York,2166,Edward Devotion House,1
43,family days in New York,189,Tubac Presidio State Historic Park,1
44,family days in New York,2607,Dinehart-Holt House,1
45,family days in New York,1591,Plum Grove Historic House,1
46,family days in New York,112,Arizona-Sonora Desert Museum,1
47,family days in New York,5209,Graham House,1
48,family days in New York,5037,Sherwood Forest Plantation,1
49,family days in New York,4107,Marland Estate,1
50,family days in New York,2892,Crail Ranch Homestead Museum,1
51,family days in New York,678,Coral Castle,1
52,family days in New York,1108,Captain John Mullan Museum,1
53,family days in New York,4381,Wallace-Cross Mill,1
54,family days in New York,292,Donner Memorial State Park,1
55,family days in New York,462,Captain Palmer House,1
56,family days in New York,4759,Jacob Hamblin House,1
57,family days in New York,5463,National Museum of Natural History,1
58,family days in New York,789,Kingsley Plantation,1
59,family days in New York,646,Barnacle Historic State Park,1
60,family days in New York,1404,Grouseland,1
61,family days in New York,641,Art and Culture Center of Hollywood,1
62,family days in New York,2216,John F. Kennedy Presidential Library and Museum,1
63,family days in New York,4331,Peter Wentz Farmstead,1
64,family days in New York,5465,National Portrait Gallery,1
65,family days in New York,5020,Rapidan Camp,1
66,family days in New York,145,Jerome State Historic Park,1
67,family days in New York,266,Plantation Agriculture Museum,1
68,family days in New York,1563,Humboldt County Mill Farm Historical Museum,1
69,family days in New York,4733,Benson Grist Mill,1
70,family days in New York,1728,Dinsmore Homestead,1
71,family days in New York,3293,White Sands National Park,1
72,family days in New York,3673,Bellamy Mansion,1
73,family days in New York,2195,Harlow Old Fort House,1
74,family days in New York,2962,Nebraska Governor's Mansion,1
75,family days in New York,4035,Piatt Castles,1
76,family days in New York,4880,Carter Family Fold,1
77,family days in New York,2584,Bruentrup Heritage Farm,1
78,family days in New York,1872,Southdown Plantation House,1
79,family days in New York,362,Denver Firefighters Museum,1
80,family days in New York,5096,Ansorge Hotel,1
81,family days in New York,4983,Moses Myers House,1
82,family days in New York,3426,Hill-Hold Museum,2
83,family days in New York,2217,John Fitzgerald Kennedy National Historic Site,4
84,family days in New York,3634,Van Cortlandt Manor,3
85,family days in New York,2782,Monmouth Plantation,1
86,family days in New York,220,Crystal Bridges Museum of American Art,1
87,family days in New York,2281,Old Sturbridge Village,1
88,family days in New York,3640,Washington's Headquarters State Historic Site,4
89,family days in New York,4356,Speaker's House,1
90,family days in New York,4638,Davies Manor,1
91,family days in New York,1627,Bethel College Luyken Fine Arts Center,1
92,family days in New York,3461,Kykuit,4
93,family days in New York,4915,Francis Land House,1
94,family days in New York,376,Garden of the Gods Visitor and Nature Center,1
95,family days in New York,1937,Marrett House,1
96,family days in New York,4897,Cyrus McCormick Farm,1
97,family days in New York,5544,Cedarmere,3
98,family days in New York,5668,USS Constitution,1
99,family days in New York,2294,General Israel Putnam House,1
100,family days in New York,5062,Virginia's Executive Mansion,1
101,family days in New York,4939,Historic Sandusky & Civil War Museum,1
102,family days in New York,1973,Sayward-Wheeler House,1
103,family days in New York,1064,Stone Mountain,1
104,family days in New York,731,Florida Railroad Museum,1
105,family days in New York,155,Meteor Crater,1
106,family days in New York,3672,Bechtler Museum of Modern Art,1
107,family days in New York,5664,Pierce House,1
108,family days in New York,3432,Horace Greeley House,3
109,family days in New York,2223,Josiah Day House,1
110,family days in New York,1521,American Gothic House,1
111,family days in New York,4943,Ingles Ferry,1
112,family days in New York,1707,Abraham Lincoln Birthplace National Historical Park,1
113,family days in New York,979,Chief Vann House Historic Site,1
114,family days in New York,5042,Stabler-Leadbeater Apothecary Museum,1
115,family days in New York,2879,Ulysses S. Grant National Historic Site,1
116,family days in New York,1525,Bob Feller Museum,1
117,family days in New York,2218,John Greenleaf Whittier Homestead,1
118,family days in New York,1821,Destrehan Plantation,1
119,family days in New York,1694,Shaffer House Museum and Art Center,1
0,all the different experiences in being 'American.' in New York,2351,Arab American National Museum,3
1,all the different experiences in being 'American.' in New York,4608,Athenaeum Rectory,1
2,all the different experiences in being 'American.' in New York,4092,Fort Gibson Historic Site,1
3,all the different experiences in being 'American.' in New York,837,Mount Dora Center for the Arts,1
4,all the different experiences in being 'American.' in New York,787,Kennedy Space Center Visitor Complex,1
5,all the different experiences in being 'American.' in New York,874,Orlando Science Center,1
6,all the different experiences in being 'American.' in New York,4938,Historic Jamestown,1
7,all the different experiences in being 'American.' in New York,1211,Grove National Historic Landmark,1
8,all the different experiences in being 'American.' in New York,2273,Norman Rockwell Museum,3
9,all the different experiences in being 'American.' in New York,4430,Jamestown Arts Center,1
10,all the different experiences in being 'American.' in New York,5122,Future of Flight Aviation Center & Boeing Tour,1
11,all the different experiences in being 'American.' in New York,761,Henry B. Plant Museum,1
12,all the different experiences in being 'American.' in New York,2728,United States Hockey Hall of Fame,1
13,all the different experiences in being 'American.' in New York,858,National Navy UDT-SEAL Museum,1
14,all the different experiences in being 'American.' in New York,726,Florida Museum of Natural History,1
15,all the different experiences in being 'American.' in New York,1032,Marsh House,1
16,all the different experiences in being 'American.' in New York,3375,Empire State Aerosciences Museum,1
17,all the different experiences in being 'American.' in New York,1289,National Veterans Art Museum,1
18,all the different experiences in being 'American.' in New York,4320,Palmer Museum of Art,1
19,all the different experiences in being 'American.' in New York,4486,Clemson University Galleries,1
20,all the different experiences in being 'American.' in New York,1724,Creation Museum,1
21,all the different experiences in being 'American.' in New York,5636,Boston University Art Galleries,1
22,all the different experiences in being 'American.' in New York,253,The Momentary,1
23,all the different experiences in being 'American.' in New York,5311,Jewish Museum Milwaukee,1
24,all the different experiences in being 'American.' in New York,2235,Lowell National Historical Park,1
25,all the different experiences in being 'American.' in New York,3890,Missouri-Yellowstone Confluence Interpretive Center,1
26,all the different experiences in being 'American.' in New York,480,Discovery Museum and Planetarium,1
27,all the different experiences in being 'American.' in New York,5453,National Deaf Life Museum,1
28,all the different experiences in being 'American.' in New York,1218,Hull House,1
