query,museum_id,museum_name,score,rel
museums in San Francisco that host art workshops or classes,1442,Kurt Vonnegut Museum and Library,6.239545203,1
museums in San Francisco that host art workshops or classes,3436,Hudson River Museum,6.21700973,1
museums in San Francisco that host art workshops or classes,2978,Sheldon Museum of Art,6.185793952,1
museums in San Francisco that host art workshops or classes,2714,Somali Museum of Minnesota,6.146957835,1
museums in San Francisco that host art workshops or classes,288,California State Railroad Museum,6.124436458,1
museums in San Francisco that host art workshops or classes,5328,Madison Museum of Contemporary Art,6.119627806,1
museums in San Francisco that host art workshops or classes,590,Yale University Collection of Musical Instruments,6.096297648,1
museums in San Francisco that host art workshops or classes,356,Colorado Springs Fine Arts Center,6.060192741,1
museums in San Francisco that host art workshops or classes,2067,National Museum of Language,6.055549511,1
museums in San Francisco that host art workshops or classes,5480,Smithsonian American Art Museum,6.055460149,1
museums in San Francisco that host art workshops or classes,3150,Montclair Art Museum,6.055213364,1
museums in San Francisco that host art workshops or classes,2633,Hay Lake School and Erickson Log Home,5.978612333,1
museums in San Francisco that host art workshops or classes,1328,Spurlock Museum,5.942009736,1
museums in San Francisco that host art workshops or classes,5545,Cradle of Aviation Museum,5.938192768,1
museums in San Francisco that host art workshops or classes,2337,Wistariahurst Museum,5.930045648,1
museums in San Francisco that host art workshops or classes,2104,Washington County Museum of Fine Arts,5.856066692,1
museums in San Francisco that host art workshops or classes,2009,Chesapeake Bay Maritime Museum,5.846352094,1
museums in San Francisco that host art workshops or classes,724,Florida Holocaust Museum,5.824533751,1
museums in San Francisco that host art workshops or classes,2635,Hewitt Public School Museum,5.793450775,1
museums in San Francisco that host art workshops or classes,463,Children's Museum,5.701125607,1
museums in San Francisco that host art workshops or classes,1282,Naper Settlement,5.691747032,1
museums in San Francisco that host art workshops or classes,2153,Clark Art Institute,5.624200313,1
museums in San Francisco that host art workshops or classes,2347,American Museum of Magic,5.613875558,1
museums in San Francisco that host art workshops or classes,3326,Buffalo AKG Art Museum,5.596461084,1
museums in San Francisco that host art workshops or classes,340,A.R. Mitchell Western Art Museum,5.595688452,1
museums in San Francisco that host art workshops or classes,3532,Old Fort House Museum,5.584576964,1
museums in San Francisco that host art workshops or classes,5454,National Gallery of Art,5.57114442,1
museums in San Francisco that host art workshops or classes,5458,National Museum of African Art,5.558366504,1
museums in San Francisco that host art workshops or classes,3487,Memorial Art Gallery,5.541795585,1
museums in San Francisco that host art workshops or classes,1867,River Road African American Museum,5.505711313,1
museums in San Francisco that host art workshops or classes,371,Fiske Planetarium,5.49241313,1
museums in San Francisco that host art workshops or classes,578,Wadsworth Atheneum,5.49225743,1
museums in San Francisco that host art workshops or classes,3103,Garden State Discovery Museum,5.440488019,1
museums in San Francisco that host art workshops or classes,2906,Museum of the Rockies,5.428472108,1
museums in San Francisco that host art workshops or classes,4150,Woody Guthrie Center,5.416583899,1
museums in San Francisco that host art workshops or classes,4100,Gilcrease Museum,5.353185749,1
museums in San Francisco that host art workshops or classes,3925,Bowling Green State University Fine Art Galleries,5.345471395,1
museums in San Francisco that host art workshops or classes,2003,Brunswick Heritage Museum,5.343206137,1
museums in San Francisco that host art workshops or classes,3489,Mid-Hudson Children's Museum,5.325627774,1
museums in San Francisco that host art workshops or classes,2200,Historic Deerfield,5.277584634,1
museums in San Francisco that host art workshops or classes,2085,Spruce Forest Artisan Village,5.272815324,1
museums in San Francisco that host art workshops or classes,3977,Heritage Hall,5.203050347,1
museums in San Francisco that host art workshops or classes,1039,Museum of Aviation,5.184253093,1
museums in San Francisco that host art workshops or classes,2495,Pewabic Pottery,5.161849026,1
museums in San Francisco that host art workshops or classes,367,Durango and Silverton Narrow Gauge Railroad,5.13783555,1
museums in San Francisco that host art workshops or classes,5219,Heritage Farm Museum and Village,5.122496669,1
museums in San Francisco that host art workshops or classes,3177,Princeton University Art Museum,5.11070566,1
museums in San Francisco that host art workshops or classes,846,Museum of Discovery and Science,5.096622949,1
museums in San Francisco that host art workshops or classes,1518,African American Museum of Iowa,5.059258567,1
museums in San Francisco that host art workshops or classes,3072,Battleship New Jersey Museum and Memorial,5.056849057,1
museums in San Francisco that host art workshops or classes,390,Mesa Verde National Park,5.027847117,1
museums in San Francisco that host art workshops or classes,3788,Museum of Early Southern Decorative Arts,5.02148824,1
museums in San Francisco that host art workshops or classes,3813,Old Salem Museums & Gardens,5.02148824,1
museums in San Francisco that host art workshops or classes,3814,Old Salem Toy Museum,5.02148824,1
museums in San Francisco that host art workshops or classes,2089,Strathmore,5.006710895,1
museums in San Francisco that host art workshops or classes,5712,Nelson-Atkins Museum of Art,4.974247611,1
museums in San Francisco that host art workshops or classes,1420,Indiana Dinosaur Museum,4.911330207,1
museums in San Francisco that host art workshops or classes,2688,Nobles County Heritage Center,4.906293752,1
museums in San Francisco that host art workshops or classes,1652,Fort Riley Museums,4.901176528,1
museums in San Francisco that host art workshops or classes,4500,Halsey Institute of Contemporary Art,4.892410547,1
museums in San Francisco that host art workshops or classes,619,"Winterthur Museum, Garden and Library",4.811174559,1
museums in San Francisco that host art workshops or classes,4123,Oklahoma Jazz Hall of Fame,4.809559869,1
museums in San Francisco that host art workshops or classes,527,Mystic Seaport,4.778523073,1
museums in San Francisco that host art workshops or classes,5460,National Museum of the American Indian,4.72697046,1
museums in San Francisco that host art workshops or classes,3196,Stickley Museum at Craftsman Farms,4.715776949,1
museums in San Francisco that host art workshops or classes,2388,Detroit Institute of Arts,4.714920569,1
museums in San Francisco that host art workshops or classes,45,Jule Collins Smith Museum of Fine Art,4.707250509,1
child-friendly in California,276,Aerospace Museum of California,9.302658408,5
child-friendly in California,673,Child of the Sun Visitor Center,8.925321785,1
child-friendly in California,2019,Discovery Station,8.602669687,4
child-friendly in California,2583,Brown County Museum,8.047750048,1
child-friendly in California,5496,Loomis Museum,7.618840407,3
child-friendly in California,807,Lowe Art Museum,7.591000738,1
child-friendly in California,1119,McConnell Mansion Museum,7.253744221,1
child-friendly in California,4476,Bob Jones University Museum & Gallery,6.363881947,1
child-friendly in California,285,California State Capitol Museum,6.21124164,4
child-friendly in California,63,Rosenbaum House,5.913912978,1
child-friendly in California,466,Connecticut Children's Museum,5.905172707,1
child-friendly in California,5492,Chico Creek Nature Center,5.564914302,4
child-friendly in California,727,Florida Museum of Photographic Arts,5.465979488,1
child-friendly in California,1108,Captain John Mullan Museum,5.343168401,1
child-friendly in California,2925,Boys Town,5.31483609,1
child-friendly in California,349,Children's Museum of Denver,5.25566921,1
child-friendly in California,2080,Rose Hill Manor Park & Children's Museum,5.16546851,1
child-friendly in California,3952,EnterTRAINment Junction,5.165186934,1
child-friendly in California,3110,Hancock House,5.133396905,1
child-friendly in California,1218,Hull House,5.084347418,1
child-friendly in California,1128,Air Combat Museum,5.073589406,1
child-friendly in California,1010,Gwinnett Environmental & Heritage Center,5.049525116,1
child-friendly in California,4620,Chasing Rainbows,5.041648876,1
child-friendly in California,4144,Three Valley Museum,4.964015083,1
child-friendly in California,779,International Swimming Hall of Fame,4.957079257,1
child-friendly in California,3920,Belmont County Victorian Mansion Museum,4.941291409,1
child-friendly in California,510,Keeler Tavern Museum,4.871473008,1
